tweeter_tweetid,tweet,sentiment
krxkrax__626522036500832257,@stydiari @fruzsiconda 2 évad* szépen elírtam :D:D,3
_annapanna_623435359347675136,"két és fél órát kellett várnom a 40 fokos váróteremben, tömegben, hogy kiadjanak egy kurva papírt #basszákmeg",2
agnusdb_622124334279229440,es most jon a rossz bor! kialtott fel a hazigazda.,2
ZotoWitch_628138388613386240,@polskadots Lehet hogy hamarabb kész lesz mint a kerítés. :D,2
vikiramm_628325196177518592,Hiszel a véletlenekben?,3
tormaatti_626807125365424128,"Erősen ajánom, ha valaki déli szomszédunkba jár. Ez 2011-es, sötét rubin szín, nagyon selymes. Elmélkedős bor. http://t.co/7PjcWskVCJ",4
mazsenyka_621302976469200897,@mazsenyka amikor a vasaros jon az meg az elment a lidi nenit szokta,3
ladobalazs_437942539992051712,FELVIDÉK.ma | A Via Nova ICS politikai nyilatkozatot fogadott el http://t.co/bmSwLUQCwX,3
maddame_x_626675994951352320,"@maddame_x hiányoznak szavak, néha fel mondatok kétszer vannak leírva mert elkezdi valahogy és befejezi máshogy, kozpontozasrol me is",2
agi_mv_627392121377562624,"@bukfalo Köszi, jegyeztem. Rovinj persze mindent visz. De legközelebbre, ha még nem voltatok: Labin + Motovun. ÷)",4
Kissur_627919989736112133,"@mendaxdurden Az a baj, hogy haverom telóján van csak HD kamera, én max 480p-ben tudnék venni. Szóval kevés felvétel lesz.",2
DoraSzell_603908210848825344,"vigyázzatok a gyerekeitekre, hoffmann rózsa hasonmás ólálkodik a kettes villamoson!",2
_iamebi_609228192642170880,"utolsó vizsgám lesz, nem is tudom, mit igyak utána",3
pazzo_625890982001799168,"@tothzoltan szívásváradon mán jártunk, a velnez meg nem érdekel kicsinyt sem.÷)",4
szavi_624276692450869250,Pauzoljatok má be 😂😂😂,4
stzuiklo09_474134604992225280,RT @kanyecc: Az megvolt hogy a Telenor MyTV-ben mar pornora is elo lehet fizetni? http://t.co/OG9A6LkkvO,3
pityka21_473719299082047489,"Juhhhu, penteken irany haza :) Olyan ritkán tudok menni és most sikerül pont anya szülinapján otthon lenni :) #priceless",4
balg86_416169602339848192,"Im at Gulyás Home (Szekszàrd, Hungary) http://t.co/tKPjvGeTYl",3
laszloecon_581124089454182400,"Hogy versenyezne a Harvard pl. Cambridge-dzsel, ahol ... — Ez egy másfajta történelem. Nekem pl. bejön, hogy hat... http://t.co/ortt6AAZ78",4
laurapasztor_447045704578764800,Ennyire szar filmet meg eletemben nem lattam,1
Ni0_628172515416915968,"@Frogcarrot Leginkább Alacskán 😊 Ki vannak plakátolva, de neten is fennvan jópár",4
leventehegedus_626412577069879296,@sophieblasko mikor lesz?,3
bianka5SOS_625753998113509376,"RT @Tina_Stylinson: #5SOSHUNGARY anya: eszel? én: nem, dolog van *agresszívan rebloggol*",2
ottoolah_621938526746222593,@kodmon nincs öröm az olyan pénzben amit nem magad kerestél meg! /cc @adiz0r,3
AttilaFarkas__596761991756259329,@HuffingtonPost @SzepesiMihaly de jópofa,4
myrthill_566535266656346112,mit sütsz kis szűcs? évfordulós reggelit? 😋🍳 #bedandbreakfast #notforvalentine #anniversary #&lt;3 @… http://t.co/hqyjGWKJx2,4
_Hangaa_626412518274134016,"@MiluAlexandra @h_lili13 @Bianka_Juhsz istenem en meghaltam azon a filmen 😍😳😊 egyszeruen fantasztikus, Channing orok kedvenc alom pasi💜",5
kirallyany_594434871319207936,"Gyertek ma délután Zalakarosba, ott fogom árulni a kézműves szarocskáimat Dévényi Tibibácsival a háttérben. http://t.co/LkpcQlXQ9u",3
_PiSTI_627531704920604672,RT @terdelyi: Tud valaki még rendelő állatorvost Zuglóhoz közel? Vagy egy véres vizelet még nem a világ vége és ha eddig kibírta még bírja …,3
yeeeyha_625952150322085888,"Mikor valakinek az fb chates kommunikációja jórészt like jelekből áll, mindig azt gondolom, hogy igen, azt a seggedbe.",2
l_angi_617812047586324481,"Ez a csak egy 5 percre kiülök az ablakba a jó levegőre és nézem csillagokat egy picit megint nem sikerült, eltelt majdnem egy óra azóta😄☺",4
silcucc_626310958894460929,"@KTamas @gazs nemhiszem, ez mar fel eve is ugyanigy volt, csak akkor nem volt annyi eszem, h naponta csekkoljam a statuszt online... :/",2
rita_szelestei_623055103847698432,"@ElakaromMondani igen, így mondjuk tökéletesen érthető. -_-",3
MegyeriEszter_601063598425772032,"A Mikulás teljesen jól csinálja, hogy évente csak egyszer megy az emberek közé.",3
officialcroat_617696608650661888,"Az egyik eleg gyatra volt, a masik meg tele volt konfliktussal.",2
KEME5_477537445735845888,"Jaj de szép volt, ezért a kedvenc VB csapatom a Hollandok! #vb2014",3
tobee85_479632058508382208,Nyilvánvalóan hazudtam. #elozotwitt,3
eperkonzerv_594206084031713280,ha részegen sminkelsz csak tusvonalat ne próbálj húzni #lányostweet,3
dori_markovics_628236283756855296,Tetszett @nikkietutorials egy videója (@YouTube): http://t.co/cZXhjUs8Ha – KYLIE JENNER LIP CHALLENGE!,3
MarkoDorina_564659606975422465,Brr megfagyok :/ Tavasz gyere!! Pls!,2
_fmargo_627825543296192512,"RT @annxnasz: legszívesebben most befavolnàm a régi tweetjeimet, milyen rohadt jóarc voltam màr 😏",4
kissdani45_623499437223112704,"Ha annyi pénzem lenne, ahányszor aggódtam azon, hogy nincs pénzem, már milliárdos lennék. #ironyoflife",3
pnc__625569077394829312,"A hétvégi #DIY projekt, a napszemüvegtartó #sunglasses #home #custom #mik #házibarkács https://t.co/FSIWs7aMkV",3
aszabi_616032940473090048,áram szünet az éjszaka közepén... köszi.,2
fbdbh_482239201539547136,@kkloor Lályk.,3
diincii_542625065829814273,2014. a Facebook szemével. http://t.co/Ws6XtABbG0  #facebook #2014 #video,3
jevotska_599303899590336513,"Ma 5 percig úgy volt, hogy 3 napon belül lesz 2 államvizsgám. Gondoltam is, hogy hát mi az nekem!?, aztán kiderült, h 2 hét lesz köztük #WIN",3
orbanlevi_628333369537994752,Ez az eső már megint elkapott minket a biciklimmel :(,2
bajla_625727049228009472,"Lázár János és a Fidesz szerint természetes, ha bevándorlókat vernek http://t.co/HBeVdczvkX",2
Hoschek__628170230666272769,Valszeg 60 éves koromban is ugyanilyen macskásnéni tweeteket olvashattok majd tőlem.,2
zsakos_tibo_626879940093472768,@danielkorpai abszolút #nooffense de milyen funkcióka gondolsz? nem ismerem az OS X-et,2
zsakos_tibo_616227407289315328,"@tudom_anyos valamelyik podkeddben tökéletesen megfogalmaztad azt a véleményt amivel egyet értek: a folyamatosan helyezkedő, inkább 3 képet%",3
sziszko_625977818200043520,"a Megasztár tini szereplői felnőttek A Hír! az nagyobb csoda lenne, ha nem nőttek volna... wtf? de én vagyok a barom, minek nézem a tv-t?",2
agnusdb_605367987709849600,"bocsánat, ritkán szoktam kollégákat fojtogatni. ma nem vagyok elememben.",3
zsakos_tibo_626340118769627136,"@erahurka megtörtem. win10 fent :D eddig jónak tűnik, baromi fürge",4
timarmatyas_532886814676492288,Rengeteg weboldal töltődik be ma a szokásosnál lassabban. A hibát a Google hirdetéskiszolgáló rendszerében... http://t.co/xCtDss1gdz,3
CsengeDavid_624507258450350080,Ma plusszegynek megyek egy esküvőre és a kajára utána,3
Amy_JBlack_616222655033835520,"Nem is írtam még: tegnap szállok fel a 29es buszra, fiatal sofőr, mutatom a bérletet, kérdezi: meddig mész? Mondom a kolosy utánig. Erre ő:%",4
xfannieperke_628464831981555712,@holdsap elkapott minket azer a szombat  🎉🎉 http://t.co/TGJXKboAim,4
pnc__567339115851808768,"@pnc_ ja, az 1-3 munkanap is ugyanezt jelenti természetesen",3
brianelete_610792144660496384,@khaleesiisqueen turmix után nem érzed a kukacokat sem ;),4
nyussziful_627390051303997440,@_c41 majd azzal csapkodlak meg legközelebb akkor :3,2
LinaCica86_627757158617251841,@MarkAngel84 Rühellek menekültekkel együtt vonatozni. :-/,2
rita_szelestei_623805912357183488,"@lakkomlakkom a körmös képekkel általában elégedett vagyok, de üveget fotózni _nem lehet_ vele. :O Vagy azt amúgy is nehezebb?",2
eproczeller_601332381606420480,"mikor végigcsinálom a jógaórát mindig olyan állati büszke vagyok, mintha legalábbis áttörést értem volna el génkutatásban",4
bertablogol_617702127754956800,Lenyűgöző természet 🌸 http://t.co/hkp5Dwxdbb,4
SirBali_577978292998959104,"RT @_PiSTI: Egy nagyon hosszú, de nagyon jó tájékoztató a munkánkról: https://t.co/3JAEMgjrVG",4
rosszember_601707523083755521,"Valakinek kutatnia kellene az időjárás hatását a vizsgaidőszak eredményire, szerintem ez a monszun 2-3 tizedet biztos dob a nagy átlagon.",3
baloo87_473902827140812801,Im at Borostyán Pizzéria (Tiszakécske) http://t.co/foP5Tk2a3U,3
kisprucsok_596731676849532928,Én még nem láttam a bözsinénit. Kihagytam valami nagyon jót?,3
plushbird_628192603973009408,"@CiliHebrentch amúgy skype-on hülyeség lenne folytatni, ha annyira jó volt?",3
AnnaHaranyi_628533230166257664,@mergenc @ZotoWitch mi az a pornó?,3
szekerka_595212223859073024,"@kodmon Nézegettem, nem tudom. Nagyrészt a család és a kórokozók tervezik a versenyhétvégéimet :)",3
ladobalazs_382134458314268672,A terror másik háza https://t.co/00tbza8Y7d,2
sziszko_628132084910043136,B. szokása hogy ledobálja a földre a ruháit (eleve nem értem...). csilliószor szóltam hogy szedje össze. most Bobó elegánsan lepisilte :DD,3
lassanyit_600913981340065793,"@zencsaj cormac mccarthy: a síkság városai. (ésés tényleg az egész élményt átíró hiba, tökre dühös vagyok)",2
fbdbh_586588689196834816,@brainoiz Dayumn. Megy a Metric mellé.,3
palagyik_599248076356919296,@hron84 Van egy kurva jó ötletem nekik. :P,2
alterpotty_625573805772115968,"Munkaaa (@ Winkler, Barna &amp; Társai Ügyvédi Iroda in Budapest) https://t.co/GThqhtW8nE",3
inslayable_626265225734569984,Vetteme gy Olaf plussot a dosney boltban 🙈 meg kell zabálni olyan édes 😍😍😍⛄,4
csabosz_625598327816593408,Az Europa Cantat 2015 egyik kórusa @ Dóm Tér - Pécs Hungary https://t.co/NZU4H6g84b,3
SzabBass_564754327278190592,"@Th3Arpeeh Pedig nagy királyság lenne, ha visszatérnél. :DD",4
Georgia86_607967033658081281,"Hihetetlen az akaraterőm! Elkezdtem a lakótársammal újranézni a Trónok harcát - megesküdtem, hogy addig nem nézem az 5. évadot... #megbirom",4
petratamaska_592403052289794048,bakólistáról egy tétel kipipálva;),4
kisprucsok_596358214108762112,@oneselfsnail kettő az egyben :),4
bekipe_623823301006245888,"@szoges Ezzel jártam már meg én is, mert ha csak preview-ban olvassa el és leugrás nélkül törli utána, akkor is ez a visszajelzés megy róla.",3
blaskolevi_618111563090804736,"@sea_flea Na, mesélj mi jó munkát sikerült szerezni?",3
rulomel_616896367961735168,"Mindenki zsizseg, nyüzsög, kapkod, pattog. (Mifasz bajotok, emberek?!) Ebből következik, hogy mindenkit gyűlölök. Ja, és még melegem is van.",1
Cefren__628249649028145152,"@Bate81 A magunkfajtáknak a pokol hetedik bugyra egy orvosi rendelő, vagy pályaudvari váróterem képében testesül majd meg. Esetleg posta.",2
dobosvok_568462739229814785,"RT @icarusdes: Azt tudtátok-e, hogy a NullPointerException Grabovoj féle gyógyítószáma 9ec1b31a",3
kirallyany_585433550431846400,Mit tegyen az ember lánya hogy valahol azonnali fogorvosi ellátást kapjon?Okádjon vért a váróteremben vagy csak simán ejtsen túszul valakit?,2
lberes_620339395594452993,"@idavid_hu pont ez az, amit éppenséggel be kellene vezetni mondjuk hittan helyett. Baszhatod a miatyánkot, miközben kapálózol.",2
kkinga124_556515440781180928,"Hu bazd+ alattyanon 2 orat ha aludtunk a felugyelo annyira aludt h mi rohogtunk de nem ebredt fel es meg a fiuk is bejottek hozzank,jo volt.",4
pillecukor_blog_606437435598340096,Engem az eperszezon nem mozgat meg egyáltalán. A zöldborsó és a cseresznye viszont annál inkább :D,4
bekipe_627552318897188864,"@csiknor Az ősember miért vágta el a köldökzsinórt? Hogy jött rá, hogy el kell vágnia?",3
broadmajestic_622883163795259392,"amikor a crushod jön haza a városba, az olyan, mint amikor éhes vagy, rendelsz egy pizzát, már neten kifizetted és várod, hogy kihozzák.",4
mazsolacska_420926458971029504,@tschyllagh @tschdavid @jesuisfleur en is szeretem! :D,4
feketekave_621421448545046528,@selenandos naponta meghallgatom vagy ezerszer😌,4
lassanyit_598945641209921536,@uthinkurealone de miért voltál benne? :D,4
SPotomAron_608294699263238144,Sírok :D @sziszko: https://t.co/DnQZR2qpiC aktuális!,4
fuckidli_618510404105453572,megint nem alszom majd semmit és megint korán kelek fml,2
derdaka_548511982060462081,"Bírom! Czutor Zoltán: Félek azoktól a hívőktől, akik bármiben biztosak http://t.co/9BJHyAbprm",4
maddame_x_627872922120638464,RT @Hoschek_: KÖZSZOLGÁLATI,3
polskadots_628137437580140544,"Kíváncsi vagyok, mikor lesz olyan átjáró alagút ásva a kerítés alatt, mint az OITNB-ben/Weedsben.",3
nviliam7_589496153223344128,A végén egy szívbemarkoló dallal az amerikai NAV-ról. You are the Anus of our Country @LastWeekTonight https://t.co/BBJLiyQtF1,3
kadarmatyas_627169954211700740,@broadmajestic mert talan még nem ismersz elég embert ott!,3
reahlity__627775265414889472,"Ha valamikor wevshopot indítanék, szóljatok rám, hogy ne indítsak. Ugyanitt: éljen a vasárnapi munka - se.",2
tornyosikrisz_613750580545253376,@cinnamonboi @Angel_0427 azt akartad írni ha már annyiszor leselkedsz utánam?,3
melleketrin_583232080068407296,"gyökér autós gondolta, bolondozik egyet és bemászik a villamos elé...",2
kisvolga_460530240805036033,"@fightclub29 ilyet egyszer mi is csináltunk, és borzalmasan abszurd volt, nem is bírtuk sokáig (mármint az elsőrandi-imitálást) :)",2
missdentist_DZ_610532579155013632,"igazából meg se kéne azon lepődnöm,h egy másik intézet előadásai között találom meg rendesen az egyik választ a bikém szigó beugróhoz",2
bianka5SOS_625753886922571776,RT @katdirectionerr: Hajrááá #5SOSHUNGARY,3
morvaidani_611027695024140288,@rainboow777 Délutánra csak jó idő lesz az állmoság ellen meg egy jó kis kávé ;),4
benceboros_625726456501506048,"@klarky75 igen, ezzel találkozom én is, sajna. Igazából a 10-18.00ig tartó kalitka-lét kezd sok lenni, így egyre vonzóbb a lápos talaj...",2
jakabkuczogi_625316690813956096,"Cav hangja rekedt, és csak beakarja fejezni a Tourt.  #esbringa  https://t.co/FW6TgRpRPL",3
officialcroat_617962684303212544,"Remelem, hogy ma pihis napom lesz. Johetnek nyugodtan baratok, de ne farasszanak halalra.",4
petrikcse_622775288800374784,"@miniimanoo tatám most vett egyet úgy kb 1,5 hónapja. Alig várom, hogy legyen jogsim 😂",4
onebalint01_616935015994294272,De ha lelépsz kéred a béredet,3
_annapanna_598083835021103104,Nem szeretek várakozni,2
Paaszti_591472667955363840,Reggeli elmélkedésem eredményeképp a lehetséges délutáni esőtől eljutottam haverom sztoriáig. Amikor eldőlt motorral egy kereszteződésben.,3
kepszakadas_623833289531375616,"A macska bemehet a templomba, én nem.",3
viktoriaivan_617912583396454400,Kijottem a nappaliba erre ITT IS BEREPULT EGY. Ha nem ugyanaz. Szerintem meg akarnak olni. Kezdek megorulni ettol a hangtol.,2
BarbaraPanther_628252078956249088,"tüsszögök mint a hétszentség, véletlenül kiöntöttem az acetont az előszobai szekrényen, de ne mondjátok meg anyáméknak :D:D",2
pityka21_472029318051557376,"@cellendless oh, és miféle fajta munka?",3
mimozagirl_628459098380599296,@szbarnabas @v_verka sajttorta receptből még én se találtam meg az igazit sajnos :(,2
lor_vagyok_625214896507068416,@superxaba na egyszer egy ilyen csapat kergetett meg :D,2
zsakos_tibo_610378799012782080,#GameofThronesFinale mi a f... komolyan... innentől kezdve tényleg a whitewalkereknek fogok szorítani.,2
rosszember_576012330942746624,"Kétesélyes a távoli jövő, pár év és euroért veszek füvet... vagy rubelért kenyeret.",2
garrotter_627096480034254849,Lassan indulás haza,3
bianka5SOS_625736812540076033,RT @sarebeccastic: #5SOSHUNGARY azt hiszem elkezdek imádkozni a famíliánk istenségéhez http://t.co/643HEhmQ6s,2
BabaPter_554006806649790465,"mindenen osztozkodtok, még a pasikon is? :) — Hát persze.:D http://t.co/WSZdmceTF9",4
nadyratiya_625978837659197440,"@Ni0 @GergoDomotor nekem az a legkevésbé, olyan egyszerü :(",2
kata_PM_612320929738326016,Ilyenkor amugy kurvara faj a kis szivecskem 😩❤,1
zsoltacsai_535886919604121601,@izolis nálam a fake töltők usbről szaggatva töltenek 8.1 óta. Gyakorlatilag használhatatlanok.,2
oszdaniel_615569106545311744,"Melyik daltól lesz jókedved? Tedd ki a videóját! — Többnyire inkább olyan számok vannak bekészítve, amik szomo... http://t.co/PeIeD28qFO",3
_Hangaa_626409639182213120,"@h_lili13 @MiluAlexandra @Bianka_Juhsz kinek mi a kedvenc filme, sorozata?",3
anquen__619551603910160385,Shabbat shalom (@ Országos Rabbiképző - Zsidó Egyetem in Budapest w/ @danielfarkas11 @rekaradvanyi) https://t.co/jz5aOqT2JC,3
mazsenyka_623097960038072320,"linkedinen folyamatosan kapom az allasajanlatokat, de inkabb a lisboni ceg irna ala vegre a szerzodesem:(",2
LinaCica86_628541287650750464,"@markangel84 Mai napom annyira lightos volt, ha mindennap ilyen munka várna rám, hát én esküszöm imádnék bejárni dolizni. :D",4
vagnerreka_624276424178970624,"@MsCatasstrophy Így-így, a törinel pedig csak fentebb van. :)",4
borsionline_599001693855027200,hello újra éjszakai tanulás. utoljára érettségikor maradtam így fent.,3
blackdrp_619231274578919425,@peterrovid közben még ezt is előszedtem: https://t.co/tK1fe6a8BI,3
dorkaillusion_605964485086613504,Én tegnap este hatkor elaludtam és csak most keltem fel. Az alvókámmal nincs gond :D,4
saboarpad_621660504868683776,"Háttérképem sarkában egy magányos ikon... Excel, is that You?! http://t.co/Te6ziyYOr6",3
l_angi_611939084743917568,Talán az utolsó a legjobb 👍😂,4
szucscsaba_611015395911331840,@Vod4fone Mi miatt unalmas? A munkahelyi unalom és a kín összefügg?,2
szilagyi_vivien_521038861200539648,elsőnek néztem végig az X-Faktort! jár a taps! :D:D #jesus,4
MillerFernando9_576035579986620417,Már vagy 10 perce csak bámul rámfele a mellettem ülő nénike! 😊 Lassan csak rájön hogy félig vagyok magyar! 😁 Már várom mikor kérdez rá! 😜,4
makoscseresznye_614526722197864448,@andydomok amikor meg nem tudtam kivel is elegyedtem szoba. Uzenet 4 evvel ezelottrol http://t.co/5HTfc5Nm1d,3
_Messo__422868476299333632,"RT @lipilee: :D RT @tsabeeka “a honlap, mint minden weblap, a nyitó oldallal kezdődik, ez a főoldal” - ez meg egy remek szakdolgozat",2
borsionline_582572358608773120,"bedugult az U2-es vonala, benyelte a kártyámat az autómata, nem tudtam új számlát nyitni, és haza felé még el is áztam..hétfő a javából.",2
HernitzD_627855422356082688,nem akarok holnap 6:25-kor kelni és bemenni a suliba :DD,2
twitsacus_17158591283,holnap délután meg kittivel meki:) szerdán meg eclipse(L),4
pnc__567098269063327744,"@kisPocok @freevo jaaaa, akkor az volt a hiba ;) korábban ment?",3
unit45host_606227736361897984,milyen nagy szám volt pár év a megbökés ( POKE ) - :) -- eltünt mint egyszer...,4
Bonyolito_628163380096933888,"RT @Eg0On: Szép halkan, de el kell játszanom!",3
sallaidani_571468748256886784,"Nem ismertek olyan HR-est aki hasznal http://t.co/MDEkKIRPU9 -ot? RT er, koszi.",3
MegyeriEszter_624480633574846464,"annyira jo, hogy holnap tabor, en meg itthon haldoklok",2
_zs___612175708073402368,"Amikor befestem a körmöm elhiszem, hogy szèp hosszù...közben meg sehol semmi👌👊",2
HausOfCannibal_624283384215400449,"@fannismiley ó pedig azt hittem, hogy találkozunk majd az ELTE-n. de biztos ott is nagyon jó lesz! :D",4
DoraSzell_568454088444280832,elő(ít)élet,2
sea_flea_628565334145040384,"aww olyan jó mintát rajzoltam az ebédemre ketchuppal, hogy mindjárt jön valami törzs szüzet áldozni a közepén.",4
makoscseresznye_621237694639812608,"Iiiistenem Herby csajával, Diával és a gyerekével utazom a buszon!!! Itt ülnek mögöttem!!!",4
Adyno12_615937459134832641,Vihar elötti csend ... A nap végén. 😉😂🍻🏁 #workdayoff #egeszsegunkre #fogyaszdmertekkel… https://t.co/sCHUkPhVjF,4
kadarmatyas_626113257351327745,@khaleesiisqueen a gazember szónál már csak a rongyember jobb :),4
michancs_628490851438710784,Hidas Frigyes - Minikoncert - (Szomszédok teleregény főcímzenéje) - zene http://t.co/K4tJuVbZMv,3
essg023_627497088520224769,Fotózz fel. http://t.co/Fi2DcGfLWO,3
vagnerreka_624226047865815040,"Remélem, a felvinek nem megy az agyára a meleg, nyolckor ott virítson ám az az sms!",2
rackajuh_625596197626101760,"@chanthahca @idavid_hu yup, egy csontvelo transzlant az 25 milla.",3
tinaa__622852178705809408,"@k4csa @habergowd_ @Urgod_ saját tapasztalat szerint pedig sokkal több az esélyetek, ha szülő beszél velük.",3
medlajn_622334085613142016,@szoges @makszydora @tasiorsi egy újabb leszbiparádéra? DE! :D,4
nadyratiya_623572670236463104,"@tigritigr apuka a múltkor úgy oldotta meg, hogy “kussolj már!” én pedig nem tudtam tőle aludni, mert rázott a hideg. Nincs ennél rosszabb.",2
gothxxprincess_627952934798626816,milyen jo lesz ilyen idoben aludni*~~*,3
derdaka_472518785774010368,Kreatív Online - Jól beszélem az ügyfelek nyelvét http://t.co/ktRVxrybrg,3
maybeofficial__627764539325595650,@HeeyItsNilla_ Köszönöm szépen :) &lt;3 :*,4
kkinga124_588002759061938176,Na hát az is biztos xD a kis lewandowski buzinak komolyan annyira szánalmas hogy az már fáj xD és nem ugy xDDDD http://t.co/sFLBNDegyc,2
Zzzzz_20194_628059534217596928,"@pmmonika81 @jandosz @GKP_ter @LaCsella :). Átküldöm innen a kőműveseket, segítenek a gondon:).",4
_iamebi_612381527469637634,kicsimmel múzeumba III. #bocsy http://t.co/pnUAjtbiIB,3
czenema_624434109939621888,"@x_Tigi_x thanks so much ;-) annyira hasonlítanak az angollal, a kenyér bröd pl",4
kisholgy_458710989991858176,"Utazás alatt a laptopomra(/ba) folyt savanyúság levétől szerintem jobban működik a gép. (erősen biztatom, hogy jobban működjön)",2
danielbalazs_611096590594355200,Érdemes AppleCare+ venni a Watch-hoz? @szergelyiphone @Jadeye_hu,3
bogdantamas_615989800374562817,@wyctim nalam elegge fel szeretne menni meg most is. Pedig mintha mar 2x feltette volna (nem). Szoval csatlakozom :) http://t.co/RD34gDtCz3,2
coffeelia_615245039455858688,"Pilóta kekszet kívántam (10 évente 1x). Hozott tallért, bár tudja, hogy utálom, a lekvárt is, meg minden hasonlót. Most elment kekszért.",4
frenky180_429002073796263936,Legnagyobb osztàs a vilàgon: Te sült!!,2
iamblanka_625250991487619074,"ha ciki, ha nem, a francia couchsürfös srácainkkal Tesco Disco-n Black Keys-re tombolás a nyár, mit a nyár, az év egyik legjobb élménye volt",4
DorkaMez_618080594187165696,"Elég durva elhatározas, de: viszem az edzőcipőm Spanyolországba. Nincs is jobb, mint a felkelő nap fényénél kocogni a homokban #meglátjuk",4
gabornemethi_623175777174069248,"@mergenc Nem szitkom (plusz lehet, hogy nézed már) de a legviccesebb mostanában a tévében: Nathan for You.",4
cattaro_621068215599415296,"Hát,élőben nem láttam, képről nagyon gagyi kívül-belül »Az ember, aki már nem villanyautó-szűz: Uj Péter« electrified http://t.co/2zyubKGhY8",2
tsabeeka_620347803420635136,"na most már talán nem spoiler, hogy az egy dolog, hogy havas jon meghal, de CERSEINEK LEVÁGJÁK A HAJÁT! :(",2
smileismarci_627034805486678016,"Im at Széchenyi utca in Vác, Pest https://t.co/iMsIF39gad",3
nora_bagi_619200661582970880,Elegem is elvihetne a tengerpartra a nem létező boyfriendem!! ☀👒😎👙,4
sbrwnie_613015309461667840,@jugaroni 1000 eve ki akarom probalni! Szolj ha mesz vadaszni :)),4
csengebenge_625754609588568064,"@BarbaraPanther az élet, a világmindenség meg minden = gólyatábor",3
borsionline_577454873668677632,ezt legközelebb én is így fogom tolni :P http://t.co/cbnlOm46vr,4
Faky_624648019598798848,"Vigyünk egy pokrócot a Deák térre! De én még nem biztos, hogy megyek. Öröm a szervezés, komolyan mondom… :D",4
tornyosikrisz_618295189191438337,Jól esne minden mozdulat után tusolni egyet. Vagy ha nem kéne ruhát venni ha emberek közé mész. De hát ezek az elvárások ugye..,2
broadmajestic_623061864197525504,"@CsengeDavid ne becsüld le őket, még kikötözhetnek egy székhez és vagdoshatnak. #szeretemagyerekeket #hazudtam",2
_cs_g_545302180052611072,-Mi történt volna ha Odin fiából lesz a Zöld Lámpás? -ReflekThor!,4
BabaPter_555371413700624384,Milyen kapcsolatba vagy a barátaiddal?? — Öcsi :D http://t.co/3cqSy5IGAp,4
marnemizgat_608908441130778624,Jöttem állásinterjúra es tok kedvesek mondtak amíg várakozok a managere addig igyak nyugodtan amit akarok ☺️,4
kepszakadas_612655092504920064,"@abale96 pl a 36 nyári kötelező olvasmány vagy az egyetemi követelmény és a többi szarság, ami továbbtanuláshoz kell :( amúgy meg nem nehéz",2
emem07_623202790907768832,"RT @kobak: Van valakinek nyáktervező mérnök ismerőse, akinek van szabad kapacitása? RT appriciated. #állás",3
l_angi_619175063678525440,Tegnap még a vihar előtt ☁,3
BekiRose6_608935627980177408,"Á, elaludtam, úgyhogy ma nem lesz meg a 9 órányi Skype.... :D",2
bublikmate_583642636784893952,Mi alapján választ webáruházat 2015-ben a hazai online vásárlók 6 típusa? http://t.co/XM1kBeDdtT http://t.co/MFNyRM3Dbb,3
turulbagoly_578645333875548161,"ma majdnem azt hittem h madonnával találkoztam :D átakartam adni egy néninek a helyem a villamoson, de azt mondta h ő nem öreg-hát jó ...-",4
timarmatyas_491242179613179904,Hamarosan drónok fogják kiszállítani az Internetes rendeléseket? http://t.co/G5Gg9vLB27,3
francescaforrai_563055074487046147,kizárni a külső zajokat és tudomást nem venni az emberek undorító mondanivalójáról .. A LEGNEHEZEBB 😫👊,2
_czebende__622875630611337216,Szerintem ez az eddigi legjobb twitter bio-m. :D,4
simonpeti15_549420983518769153,@SzaboSzzozi iszol te rendesen ZOLIKAM?,4
SzaboKatalin_543755705615134720,A fánk.Tibor http://t.co/qxadnYNcwF,3
melleketrin_598928363110137857,"a mai naptól fogva hivatalosan is gyűlölöm a füstölőket. ironikus, évekkel ezelőtt imádtam az illatukat...",2
emem07_614891245366824965,"@wyctim u en ezt boltban elvezem, balekok az asszonytol kapott cetlivel meg felkezben tartott telefonnal...en meg csak a karomrol lenezem :)",4
szolosijozsef_538820131951218692,A Kelléktár. A legújabb tárfotó rólunk. Pöpec :)))) http://t.co/21hnuRZJ78,4
Bahndie_528415417581043712,Látótávolság 10 méter. Az ott jobb oldalt egy jelző sárgája. Élmény ilyenkor vezetni. :) @ Kőbánya… http://t.co/cifOujlqDY,2
d_morganator_626819982622457857,Ilyen külső se nagyon volt még nálunk :),4
noemitotev_603576790460854272,"Anyának és apának soha nem lesz unokája. (Legalábbis tőlem.) Bocsi anyu apu, de szarnak a pasik a fejemre, én meg válogatós vagyok.",2
zsofim_balogh_628200592238870528,"@sea_flea akkor a te munkád fényévekkel jobb, mint az enyém :D",4
the_great_vince_313793111010717696,"@kingasolymosi jó, de úgy értettem, hogy ha még egyen :D amúgy meg megtaníthatnad hogy kell használni :D",4
plushbird_628223603855740929,"@tsillaah tipp: ne rugdosd meg a dokit, én megtettem, mert annyira féltem tőle:D (6-7 éves lehettem ,vakbélműtét)",4
barpaff_603111254299955200,"Kiakaszt ez az időjárás, meg a dropbox.",2
vilibali_627555847888052224,@_craccola viszont! már kis is van töltve!,3
nvrcnt_625024343253352452,Egy prostituált gésa emlékiratai. http://t.co/keOsrx1qS1,3
szekereszsolt6_622802039089836032,megrajzoltam a következő festményem vázlatát...,3
